Date,Away Team,Away Score,Home Team,Home Score
2017-10-07,tamu-commerce,42,midwestern st,47
2017-10-07,wheaton,31,millikin,35
2017-10-07,augustana sd,21,minn st-mankato,42
2017-10-07,minnesota-duluth,23,minn st-moorhead,14
2017-10-07,king's pa,63,misericordia,37
2017-10-07,lindenwood,8,missouri western,40
2017-10-07,maine maritime,6,mit,51
2017-10-07,portland st,22,montana st,30
2017-10-07,montana tech,35,montana-western,42
2017-10-07,susquehanna,28,moravian,21
2017-10-07,butler,44,morehead st,6
2017-10-07,dakota wesleyan,21,morningside,76
2017-10-07,ursinus,14,muhlenberg,21
2017-10-07,air force,45,navy,48
2017-10-07,wisconsin,38,nebraska,17
2017-10-07,central missouri,45,nebraska-kearney,7
2017-10-07,hawai`i,21,nevada,35
2017-10-07,montclair st,21,new jersey,17
2017-10-07,northwestern st,10,nicholls st,14
2017-10-07,florida a&m,28,norfolk st,35
2017-10-07,florida tech,7,north alabama,30
2017-10-07,notre dame,33,north carolina,10
2017-10-07,delaware st,3,north carolina a&t,44
2017-10-07,north park,0,north central,33
2017-10-07,northern colorado,38,north dakota,48
2017-10-07,illinois st,16,northern arizona,37
2017-10-07,kent st,3,northern illinois,24
2017-10-07,western illinois,38,northern iowa,29
2017-10-07,ashland,38,northern michigan,13
2017-10-07,penn state,31,northwestern,7
2017-10-07,michigan tech,24,northwood,29
2017-10-07,merchant marine,52,norwich,17
2017-10-07,fairmont st,14,notre dame oh,19
2017-10-07,central oklahoma,10,nw missouri st,17
2017-10-07,hillsdale,27,ohio dominican,41
2017-10-07,capital,21,ohio northern,51
2017-10-07,maryland,14,ohio state,62
2017-10-07,central michigan,26,ohio u.,23
2017-10-07,iowa st,38,oklahoma,31
2017-10-07,henderson st,14,oklahoma baptist,13
2017-10-07,florida atlantic,58,old dominion,28
2017-10-07,washington st,33,oregon,10
2017-10-07,bethel ks,10,ottawa,34
2017-10-07,harding,31,ouachita baptist,28
2017-10-07,pacific lutheran,20,pacific or,24
2017-10-07,point u.,34,pikeville,31
2017-10-07,bridgewater st ma,7,plymouth st,17
2017-10-07,cal lutheran,43,pomona-pitzer,41
2017-10-07,grambling st,34,prairie view a&m,21
2017-10-07,st francis pa,14,presbyterian,26
2017-10-07,georgetown dc,30,princeton,50
2017-10-07,lewis & clark or,13,puget sound,35
2017-10-07,minnesota,17,purdue,31
2017-10-07,william jewell,45,quincy,28
2017-10-07,la verne,14,redlands,48
2017-10-07,cumberlands ky,7,reinhardt,53
2017-10-07,army,49,rice,12
2017-10-07,albany ny,38,richmond,41
2017-10-07,st norbert,17,ripon,0
2017-10-07,ithaca,46,rochester,6
2017-10-07,mt st joseph,10,rose-hulman,35
2017-10-07,davenport,0,saginaw valley st,33
2017-10-07,christopher newport,7,salisbury,17
2017-10-07,stephen f. austin,16,sam houston st,27
2017-10-07,fresno st,27,san josé st,10
2017-10-07,hampton,17,savannah st,10
2017-10-07,incarnate word,30,se louisiana,49
2017-10-07,sw oklahoma st,24,se oklahoma st,31
2017-10-07,berry,48,sewanee,10
2017-10-07,emory & henry,24,shenandoah,47
2017-10-07,west liberty,14,shepherd,51
2017-10-07,west chester,37,shippensburg,27
2017-10-07,western oregon,82,simon fraser,21
2017-10-07,winona st,31,sioux falls,13
2017-10-07,arkansas,22,south carolina,48
2017-10-07,youngstown st,28,south dakota,31
2017-10-07,southern illinois,14,south dakota st,49
2017-10-07,new mexico highlands,14,south dakota tech,52
2017-10-07,warner u.,14,southeastern fl,55
2017-10-07,oregon st,10,southern cal,38
2017-10-07,southern arkansas,27,southern nazarene,15
2017-10-07,alabama a&m,14,southern u.,35
2017-10-07,cal poly slo,14,southern utah,20
2017-10-07,apprentice,23,southern virginia,45
2017-10-07,sul ross st,27,southwestern tx,29
2017-10-07,livingstone,29,st augustine's,30
2017-10-07,minnesota-crookston,27,st cloud st,53
2017-10-07,missouri s&t,52,st francis il,30
2017-10-07,concordia mi,18,st francis in,35
2017-10-07,alfred,21,st john fisher,14
2017-10-07,augsburg,3,st john's mn,49
2017-10-07,bethany ks,29,st mary ks,33
2017-10-07,hamline,33,st olaf,40
2017-10-07,iowa wesleyan,28,st scholastica,38
2017-10-07,concordia-moorhead,0,st thomas,21
2017-10-07,westminster pa,66,st vincent,12
2017-10-07,tabor,21,sterling,23
2017-10-07,brown,13,stetson,17
2017-10-07,delaware,24,stony brook,20
2017-10-07,pittsburgh,24,syracuse,27
2017-10-07,west texas a&m,9,tamu-kingsville,37
2017-10-07,siena heights,48,taylor,26
2017-10-07,west virginia,24,tcu,31
2017-10-07,murray st,13,tennessee-martin,10
2017-10-07,kansas st,34,texas,40
2017-10-07,alabama,27,texas a&m,19
2017-10-07,texas wesleyan,11,texas college,21
2017-10-07,louisiana college,30,texas lutheran,47
2017-10-07,louisiana-monroe,45,texas st-san marcos,27
2017-10-07,southern miss,31,texas-san antonio,29
2017-10-07,mercer,24,the citadel,14
2017-10-07,eastern michigan,15,toledo,20
2017-10-07,hamilton,13,trinity ct,41
2017-10-07,rhodes,34,trinity tx,40
2017-10-07,sw baptist,21,truman st,17
2017-10-07,bowdoin,3,tufts,31
2017-10-07,tulsa,28,tulane,62
2017-10-07,mars hill,24,tusculum,28
2017-10-07,morehouse,17,tuskegee,23
2017-10-07,eastern washington,41,uc-davis,38
2017-10-07,marshall,14,unc-charlotte,3
2017-10-07,st lawrence,6,union ny,30
2017-10-07,san diego st,41,unlv,10
2017-10-07,concordia-st paul,29,upper iowa,34
2017-10-07,stanford,23,utah,20
2017-10-07,colorado st,27,utah st,14
2017-10-07,western kentucky,15,utep,14
2017-10-07,uw-eau claire,14,uw-la crosse,45
2017-10-07,uw-stevens point,14,uw-oshkosh,49
2017-10-07,uw-platteville,24,uw-river falls,14
2017-10-07,uw-stout,0,uw-whitewater,14
2017-10-07,georgia,45,vanderbilt,14
2017-10-07,maine,0,villanova,31
2017-10-07,duke,21,virginia,28
2017-10-07,urbana,41,virginia-wise,51
2017-10-07,samford,26,vmi,7
2017-10-07,denison,7,wabash,28
2017-10-07,missouri southern,21,washburn,49
2017-10-07,california,7,washington,38
2017-10-07,washington mo,21,washington and lee,28
2017-10-07,ok panhandle st,35,wayland baptist,24
2017-10-07,grand valley st,45,wayne st mi,27
2017-10-07,sw minnesota st,6,wayne st ne,20
2017-10-07,colby,7,wesleyan,41
2017-10-07,valdosta st,13,west georgia,42
2017-10-07,worcester st,23,western conn st,49
2017-10-07,tarleton st,25,western new mexico,38
2017-10-07,fort lewis,14,western st co,13
2017-10-07,mass maritime,28,westfield st,35
2017-10-07,george fox,43,whitworth,23
2017-10-07,widener,30,wilkes,7
2017-10-07,linfield,55,willamette,14
2017-10-07,bates,14,williams,47
2017-10-07,unc-pembroke,28,wingate,31
2017-10-07,johnson c. smith,22,winston-salem st,27
2017-10-07,rockford,20,wisconsin lutheran,41
2017-10-07,western carolina,28,wofford,35
2017-10-11,south alabama,19,troy,8
2017-10-12,shepherd,28,fairmont st,23
2017-10-12,texas st-san marcos,7,louisiana-lafayette,24
2017-10-12,ouachita baptist,21,southern nazarene,14
2017-10-12,sioux falls,31,wayne st ne,7
2017-10-13,washington st,3,california,37
2017-10-13,clemson,24,syracuse,27
2017-10-13,bridgewater st ma,24,umass-dartmouth,22
2017-10-13,uw-la crosse,14,uw-whitewater,21
2017-10-14,unlv,30,air force,34
2017-10-14,arkansas,9,alabama,41
2017-10-14,mississippi valley st,14,alabama a&m,49
2017-10-14,middle tennessee st,23,alabama-birmingham,25
2017-10-14,morehouse,10,albany st ga,34
2017-10-14,prairie view a&m,21,alcorn st,34
2017-10-14,gallaudet,35,alfred st,19
2017-10-14,defiance,45,anderson,0
2017-10-14,midwestern st,41,angelo st,27
2017-10-14,ucla,30,arizona,47
2017-10-14,ok panhandle st,33,arizona christian,28
2017-10-14,washington,7,arizona st,13
2017-10-14,coastal carolina,17,arkansas st,51
2017-10-14,central st oh,40,arkansas-pine bluff,35
2017-10-14,eastern michigan,27,army,28
2017-10-14,michigan tech,0,ashland,48
2017-10-14,st olaf,22,augsburg,20
2017-10-14,millikin,28,augustana il,27
2017-10-14,sw minnesota st,8,augustana sd,30
2017-10-14,alma,27,aurora,19
2017-10-14,millsaps,19,austin,33
2017-10-14,midamerica nazarene,14,baker,48
2017-10-14,curry,40,becker,0
2017-10-14,southwestern tx,60,belhaven,31
2017-10-14,ripon,52,beloit,28
2017-10-14,clark atlanta,3,benedict,14
2017-10-14,american int'l,10,bentley,28
2017-10-14,hendrix,10,berry,34
2017-10-14,sterling,28,bethany ks,30
2017-10-14,wash & jeff,49,bethany wv,14
2017-10-14,st mary ks,21,bethel ks,10
2017-10-14,south carolina st,9,bethune-cookman,12
2017-10-14,sewanee,34,birmingham-southern,13
2017-10-14,western st co,0,black hills st,40
2017-10-14,hamilton,28,bowdoin,7
2017-10-14,ohio u.,48,bowling green,30
2017-10-14,morningside,70,briar cliff,10
2017-10-14,morrisville st,7,brockport st,48
2017-10-14,princeton,53,brown,0
2017-10-14,st francis pa,30,bryant,14
2017-10-14,northern illinois,14,buffalo,13
2017-10-14,jacksonville fl,22,butler,37
2017-10-14,claremont-mudd-scripps,20,cal lutheran,42
2017-10-14,clarion,19,california pa,21
2017-10-14,st john's mn,35,carleton,0
2017-10-14,geneva,27,carnegie mellon,42
2017-10-14,montana tech,23,carroll mt,10
2017-10-14,elmhurst,8,carthage,31
2017-10-14,wingate,27,catawba,24
2017-10-14,stephen f. austin,20,central arkansas,24
2017-10-14,east carolina,21,central florida,63
2017-10-14,evangel,41,central methodist,28
2017-10-14,toledo,30,central michigan,10
2017-10-14,missouri southern,22,central missouri,71
2017-10-14,nebraska-kearney,13,central oklahoma,27
2017-10-14,redlands,26,chapman,45
2017-10-14,shippensburg,56,cheyney,0
2017-10-14,campbellsville,48,cincinnati christian,7
2017-10-14,central ia,30,coe,19
2017-10-14,amherst,40,colby,7
2017-10-14,fordham,12,colgate,38
2017-10-14,montana-western,27,coll of idaho,59
2017-10-14,nevada,42,colorado st,44
2017-10-14,pennsylvania,31,columbia,34
2017-10-14,west virginia st,47,concord,29
2017-10-14,midland u.,14,concordia ne,44
2017-10-14,wisconsin lutheran,22,concordia wi,19
2017-10-14,winona st,28,concordia-st paul,10
2017-10-14,lake forest,56,cornell ia,28
2017-10-14,bucknell,26,cornell ny,18
2017-10-14,alfred,17,cortland st,20
2017-10-14,william penn,32,culver-stockton,10
2017-10-14,bethel tn,21,cumberland tn,52
2017-10-14,pikeville,46,cumberlands ky,32
2017-10-14,mckendree,24,davenport,27
2017-10-14,campbell,17,dayton,7
2017-10-14,mount ida,14,dean,7
2017-10-14,william & mary,0,delaware,17
2017-10-14,howard,52,delaware st,23
2017-10-14,king's pa,14,delaware valley,49
2017-10-14,depauw,26,denison,17
2017-10-14,waldorf,0,dickinson st,45
2017-10-14,colorado mesa,35,dixie st,22
2017-10-14,hastings,23,dordt,30
2017-10-14,florida st,17,duke,10
2017-10-14,southern arkansas,35,east central ok,28
2017-10-14,texas lutheran,41,east texas baptist,34
2017-10-14,southern oregon,31,eastern oregon,27
2017-10-14,montana st,19,eastern washington,31
2017-10-14,mercyhurst,25,edinboro,28
2017-10-14,lincoln pa,18,elizabeth city st,56
2017-10-14,greenville,19,eureka,30
2017-10-14,southeastern fl,49,faulkner,35
2017-10-14,lagrange,20,ferrum,34
2017-10-14,trinity bible,21,finlandia,27
2017-10-14,texas a&m,19,florida,17
2017-10-14,north carolina a&t,31,florida a&m,20
2017-10-14,tulane,10,florida int'l,23
2017-10-14,washburn,20,fort hays st,37
2017-10-14,colorado st-pueblo,24,fort lewis,35
2017-10-14,lane,14,fort valley st,37
2017-10-14,new mexico,0,fresno st,38
2017-10-14,vmi,10,furman,42
2017-10-14,willamette,12,george fox,58
2017-10-14,missouri,28,georgia,53
2017-10-14,new mexico st,35,georgia southern,27
2017-10-14,benedictine ks,56,graceland,0
2017-10-14,peru st,7,grand view,47
2017-10-14,bethel mn,24,gustavus adolphus,3
2017-10-14,concordia-moorhead,45,hamline,0
2017-10-14,apprentice,28,hampden-sydney,58
2017-10-14,bluffton,28,hanover,31
2017-10-14,hobart,49,hartwick,27
2017-10-14,lafayette,10,harvard,38
2017-10-14,san josé st,26,hawai`i,37
2017-10-14,otterbein,45,heidelberg,48
2017-10-14,findlay,31,hillsdale,13
2017-10-14,adrian,3,hope,22
2017-10-14,se louisiana,56,houston baptist,10
2017-10-14,azusa pacific,49,humboldt st,52
2017-10-14,maryville tn,16,huntingdon al,28
2017-10-14,castleton,0,husson,49
2017-10-14,appalachian st,23,idaho,20
2017-10-14,rutgers,35,illinois,24
2017-10-14,carroll wi,0,illinois wesleyan,30
2017-10-14,lamar,24,incarnate word,33
2017-10-14,michigan,27,indiana,20
2017-10-14,quincy,0,indianapolis,55
2017-10-14,kansas,0,iowa st,45
2017-10-14,tuskegee,33,jackson st,7
2017-10-14,eastern kentucky,25,jacksonville st,41
2017-10-14,villanova,8,james madison,30
2017-10-14,ohio northern,27,john carroll,20
2017-10-14,fayetteville st,41,johnson c. smith,16
2017-10-14,tcu,26,kansas st,6
2017-10-14,friends,13,kansas wesleyan,26
2017-10-14,miami oh,14,kent st,17
2017-10-14,lindsey wilson,64,kentucky christian,23
2017-10-14,hiram,62,kenyon,56
2017-10-14,grinnell,14,knox,56
2017-10-14,east stroudsburg,9,kutztown,41
2017-10-14,benedictine il,21,lakeland,57
2017-10-14,texas college,17,langston,44
2017-10-14,macalester,21,lawrence,18
2017-10-14,stevenson,24,lebanon valley,31
2017-10-14,georgetown dc,35,lehigh,54
2017-10-14,linfield,49,lewis & clark or,14
2017-10-14,kennesaw st,42,liberty,28
2017-10-14,lenoir-rhyne,35,limestone,7
2017-10-14,missouri s&t,37,lincoln mo,3
2017-10-14,emporia st,41,lindenwood,30
2017-10-14,st francis il,48,lindenwood-belleville,6
2017-10-14,southern conn st,35,liu post,52
2017-10-14,mcmurry,34,louisiana college,52
2017-10-14,georgia st,47,louisiana-monroe,37
2017-10-14,boston college,45,louisville,42
2017-10-14,auburn,23,lsu,27
2017-10-14,rhode island,27,maine,51
2017-10-14,coast guard,16,maine maritime,34
2017-10-14,kentucky wesleyan,34,malone,30
2017-10-14,rose-hulman,44,manchester,13
2017-10-14,taylor,14,marian in,56
2017-10-14,carson-newman,30,mars hill,21
2017-10-14,old dominion,3,marshall,35
2017-10-14,minnesota-crookston,6,mary,30
2017-10-14,howard payne,0,mary hardin-baylor,65
2017-10-14,northwestern,37,maryland,21
2017-10-14,ottawa,30,mcpherson,44
2017-10-14,navy,27,memphis,30
2017-10-14,chattanooga,10,mercer,30
2017-10-14,springfield,35,merchant marine,13
2017-10-14,pace,10,merrimack,44
2017-10-14,brevard,41,methodist,17
2017-10-14,georgia tech,24,miami fl,25
2017-10-14,williams,27,middlebury,26
2017-10-14,kentucky st,0,miles,35
2017-10-14,lock haven,21,millersville,34
2017-10-14,michigan st,30,minnesota,27
2017-10-14,macmurray,49,minnesota-morris,13
2017-10-14,bemidji st,40,minot st,14
2017-10-14,vanderbilt,35,mississippi,57
2017-10-14,brigham young,10,mississippi st,35
2017-10-14,concordia mi,66,missouri baptist,21
2017-10-14,avila,14,missouri valley,35
2017-10-14,illinois college,14,monmouth il,59
2017-10-14,north dakota,17,montana,41
2017-10-14,rocky mountain,52,montana st-northern,3
2017-10-14,salisbury,28,montclair st,10
2017-10-14,savannah st,28,morgan st,48
2017-10-14,capital,14,mount union,72
2017-10-14,earlham,7,mt st joseph,66
2017-10-14,eastern illinois,27,murray st,24
2017-10-14,baldwin wallace,23,muskingum,20
2017-10-14,ohio state,56,nebraska,14
2017-10-14,dubuque,42,nebraska wesleyan,27
2017-10-14,stonehill,22,new haven,23
2017-10-14,chadron st,55,new mexico highlands,35
2017-10-14,tusculum,32,newberry,31
2017-10-14,abilene christian,20,nicholls st,29
2017-10-14,salve regina,45,nichols,10
2017-10-14,hampton,16,norfolk st,14
2017-10-14,virginia,20,north carolina,14
2017-10-14,gardner-webb,17,north carolina central,24
2017-10-14,greensboro,0,north carolina wesleyan,45
2017-10-14,florida tech,42,north greenville,31
2017-10-14,texas-san antonio,26,north texas,29
2017-10-14,nw missouri st,42,northeastern st ok,14
2017-10-14,minnesota-duluth,41,northern st sd,0
2017-10-14,dakota wesleyan,10,northwestern ia,29
2017-10-14,iowa wesleyan,7,northwestern mn,29
2017-10-14,harding,34,nw oklahoma st,0
2017-10-14,arkansas-monticello,64,oklahoma baptist,21
2017-10-14,baylor,16,oklahoma st,59
2017-10-14,albion,26,olivet,47
2017-10-14,colorado,36,oregon st,33
2017-10-14,whitworth,17,pacific lutheran,14
2017-10-14,puget sound,27,pacific or,35
2017-10-14,missouri western,10,pittsburg st,26
2017-10-14,north carolina st,35,pittsburgh,17
2017-10-14,framingham st,13,plymouth st,16
2017-10-14,bluefield va,36,point u.,33
2017-10-14,northern arizona,42,portland st,20
2017-10-14,charleston southern,7,presbyterian,0
2017-10-14,jamestown,22,presentation,40
2017-10-14,emory & henry,29,randolph-macon,52
2017-10-14,union ky,6,reinhardt,56
2017-10-14,duquesne,51,robert morris pa,14
2017-10-14,union ny,27,rochester,0
2017-10-14,concordia il,14,rockford,29
2017-10-14,new jersey,20,rowan,14
2017-10-14,ithaca,14,rpi,27
2017-10-14,idaho st,21,sacramento st,41
2017-10-14,dartmouth,29,sacred heart,26
2017-10-14,ferris st,49,saginaw valley st,17
2017-10-14,northwestern st,36,sam houston st,40
2017-10-14,morehead st,27,san diego,56
2017-10-14,boise st,31,san diego st,14
2017-10-14,tennessee tech,3,se missouri st,31
2017-10-14,henderson st,21,se oklahoma st,20
2017-10-14,gannon,76,seton hill,31
2017-10-14,livingstone,14,shaw,35
2017-10-14,bridgewater va,20,shenandoah,38
2017-10-14,north alabama,48,shorter,0
2017-10-14,st francis in,36,siena heights,9
2017-10-14,luther,17,simpson,38
2017-10-14,indiana pa,34,slippery rock,17
2017-10-14,indiana st,6,south dakota,56
2017-10-14,northern iowa,38,south dakota st,18
2017-10-14,colorado mines,29,south dakota tech,37
2017-10-14,cincinnati,3,south florida,33
2017-10-14,utah,27,southern cal,28
2017-10-14,illinois st,7,southern illinois,42
2017-10-14,utep,0,southern miss,24
2017-10-14,assumption,55,st anselm,10
2017-10-14,winston-salem st,14,st augustine's,17
2017-10-14,minn st-moorhead,7,st cloud st,31
2017-10-14,utica,36,st john fisher,39
2017-10-14,buffalo st,24,st lawrence,21
2017-10-14,chicago,0,st norbert,10
2017-10-14,martin luther,21,st scholastica,56
2017-10-14,trinity int'l,13,st xavier,38
2017-10-14,oregon,7,stanford,49
2017-10-14,davidson,17,stetson,28
2017-10-14,new hampshire,24,stony brook,38
2017-10-14,hardin-simmons,35,sul ross st,10
2017-10-14,anna maria,15,suny-maritime,51
2017-10-14,wayland baptist,31,sw assem of god,63
2017-10-14,william jewell,29,sw baptist,52
2017-10-14,arkansas tech,38,sw oklahoma st,21
2017-10-14,western new mexico,3,tamu-commerce,52
2017-10-14,eastern new mexico,24,tarleton st,15
2017-10-14,connecticut,28,temple,24
2017-10-14,south carolina,15,tennessee,9
2017-10-14,austin peay,21,tennessee st,17
2017-10-14,oklahoma,29,texas,24
2017-10-14,alabama st,23,texas southern,16
2017-10-14,bacone,33,texas wesleyan,18
2017-10-14,tamu-kingsville,47,texas-permian basin,21
2017-10-14,wofford,20,the citadel,16
2017-10-14,case western reserve,63,thiel,28
2017-10-14,waynesburg,7,thomas more,59
2017-10-14,northern michigan,24,tiffin,35
2017-10-14,richmond,23,towson,3
2017-10-14,kalamazoo,7,trine,42
2017-10-14,centre,27,trinity tx,21
2017-10-14,grand valley st,42,truman st,7
2017-10-14,trinity ct,23,tufts,16
2017-10-14,houston,17,tulsa,45
2017-10-14,minn st-mankato,52,upper iowa,7
2017-10-14,notre dame oh,45,urbana,7
2017-10-14,wyoming,28,utah st,23
2017-10-14,uw-oshkosh,28,uw-platteville,14
2017-10-14,uw-eau claire,3,uw-stevens point,26
2017-10-14,uw-river falls,16,uw-stout,21
2017-10-14,mississippi college,3,valdosta st,55
2017-10-14,mayville st,0,valley city st,58
2017-10-14,marist,15,valparaiso,49
2017-10-14,bowie st,35,virginia st,47
2017-10-14,chowan,10,virginia union,35
2017-10-14,ohio wesleyan,16,wabash,13
2017-10-14,central conn st,51,wagner,45
2017-10-14,alderson broaddus,36,walsh,38
2017-10-14,ave maria,23,warner u.,30
2017-10-14,loras,11,wartburg,42
2017-10-14,guilford,26,washington and lee,47
2017-10-14,buena vista,20,washington mo,55
2017-10-14,northwood,20,wayne st mi,10
2017-10-14,edward waters,9,webber int'l,16
2017-10-14,southern utah,32,weber st,16
2017-10-14,kean,9,wesley,29
2017-10-14,bates,23,wesleyan,41
2017-10-14,west georgia,31,west alabama,34
2017-10-14,bloomsburg,20,west chester,19
2017-10-14,delta st,28,west florida,25
2017-10-14,glenville st,17,west liberty,13
2017-10-14,adams st,14,west texas a&m,17
2017-10-14,texas tech,35,west virginia,46
2017-10-14,east tennessee st,10,western carolina,49
2017-10-14,mass maritime,21,western conn st,28
2017-10-14,missouri st,30,western illinois,49
2017-10-14,unc-charlotte,14,western kentucky,45
2017-10-14,endicott,14,western new england,41
2017-10-14,central washington,42,western oregon,0
2017-10-14,fitchburg st,21,westfield st,33
2017-10-14,crown,15,westminster mo,56
2017-10-14,grove city,27,westminster pa,49
2017-10-14,pomona-pitzer,45,whittier,23
2017-10-14,lycoming,17,widener,31
2017-10-14,frostburg st,59,william paterson,7
2017-10-14,marietta,43,wilmington,33
2017-10-14,purdue,9,wisconsin,17
2017-10-14,allegheny,15,wittenberg,49
2017-10-14,oberlin,28,wooster,38
2017-10-14,virginia-wise,7,wv wesleyan,10
2017-10-14,holy cross,0,yale,32
2017-10-14,north dakota st,27,youngstown st,24
2017-10-15,olivet nazarene,14,robert morris il,21
2017-10-15,southwestern ks,16,tabor,37
2017-10-15,akron,14,western michigan,13
2017-10-16,north central,20,wheaton,42
2017-10-19,louisiana-lafayette,3,arkansas st,47
2017-10-19,memphis,42,houston,38
2017-10-19,minn st-mankato,54,sw minnesota st,7
2017-10-20,kentucky wesleyan,14,findlay,68
2017-10-20,princeton,52,harvard,17
2017-10-20,gettysburg,0,johns hopkins,52
2017-10-20,marshall,38,middle tennessee st,10
2017-10-20,air force,45,nevada,42
2017-10-20,colorado st,27,new mexico,24
2017-10-20,western kentucky,35,old dominion,31
2017-10-21,se louisiana,56,abilene christian,21
2017-10-21,colorado mesa,70,adams st,21
2017-10-21,tennessee,7,alabama,45
2017-10-21,maine,12,albany ny,10
2017-10-21,alma,28,albion,31
2017-10-21,ohio dominican,53,alderson broaddus,13
2017-10-21,rpi,30,alfred,15
2017-10-21,kenyon,35,allegheny,44
2017-10-21,liu post,70,american int'l,21
2017-10-21,wesleyan,17,amherst,21
2017-10-21,mt st joseph,71,anderson,27
2017-10-21,alfred st,34,anna maria,36
2017-10-21,coastal carolina,29,appalachian st,37
2017-10-21,randolph-macon,63,apprentice,14
2017-10-21,auburn,52,arkansas,20
2017-10-21,nw oklahoma st,10,arkansas tech,66
2017-10-21,southern nazarene,23,arkansas-monticello,35
2017-10-21,temple,28,army,31
2017-10-21,new haven,6,assumption,41
2017-10-21,upper iowa,21,augustana sd,20
2017-10-21,rockford,21,aurora,28
2017-10-21,birmingham-southern,31,austin,24
2017-10-21,se missouri st,31,austin peay,38
2017-10-21,campbellsville,52,ave maria,7
2017-10-21,north carolina wesleyan,21,averett,15
2017-10-21,baker,57,avila,17
2017-10-21,simon fraser,0,azusa pacific,61
2017-10-21,central michigan,56,ball st,9
2017-10-21,middlebury,43,bates,14
2017-10-21,west virginia,38,baylor,36
2017-10-21,western new england,45,becker,0
2017-10-21,olivet,37,benedictine il,43
2017-10-21,culver-stockton,7,benedictine ks,52
2017-10-21,sterling,31,bethel ks,26
2017-10-21,cumberlands ky,10,bluefield va,22
2017-10-21,wyoming,14,boise st,24
2017-10-21,virginia union,22,bowie st,40
2017-10-21,northern illinois,48,bowling green,17
2017-10-21,ferrum,27,brevard,24
2017-10-21,western conn st,27,bridgewater st ma,20
2017-10-21,hartwick,0,brockport st,45
2017-10-21,nebraska wesleyan,14,buena vista,13
2017-10-21,campbell,23,butler,37
2017-10-21,whittier,34,cal lutheran,60
2017-10-21,weber st,17,cal poly slo,3
2017-10-21,arizona,45,california,44
2017-10-21,john carroll,48,capital,21
2017-10-21,north greenville,31,carson-newman,21
2017-10-21,dean,14,castleton,17
2017-10-21,bryant,14,central conn st,31
2017-10-21,fort valley st,24,central st oh,19
2017-10-21,north alabama,10,central washington,17
2017-10-21,rhodes,35,centre,42
2017-10-21,south dakota tech,17,chadron st,29
2017-10-21,savannah st,27,charleston southern,52
2017-10-21,the citadel,20,chattanooga,14
2017-10-21,west chester,55,cheyney,6
2017-10-21,beloit,12,chicago,55
2017-10-21,elizabeth city st,18,chowan,28
2017-10-21,william paterson,19,christopher newport,27
2017-10-21,smu,31,cincinnati,28
2017-10-21,bethel tn,54,cincinnati christian,0
2017-10-21,redlands,42,claremont-mudd-scripps,25
2017-10-21,indiana pa,23,clarion,17
2017-10-21,albany st ga,36,clark atlanta,44
2017-10-21,mit,30,coast guard,21
2017-10-21,dixie st,17,colorado mines,19
2017-10-21,black hills st,0,colorado st-pueblo,49
2017-10-21,unc-pembroke,22,concord,31
2017-10-21,concordia wi,17,concordia il,37
2017-10-21,marian in,36,concordia mi,39
2017-10-21,augsburg,20,concordia-moorhead,42
2017-10-21,sioux falls,27,concordia-st paul,9
2017-10-21,tulsa,14,connecticut,20
2017-10-21,monmouth il,61,cornell ia,10
2017-10-21,brown,7,cornell ny,34
2017-10-21,st scholastica,49,crown,21
2017-10-21,nichols,16,curry,46
2017-10-21,briar cliff,24,dakota wesleyan,63
2017-10-21,columbia,22,dartmouth,17
2017-10-21,dayton,48,davidson,22
2017-10-21,richmond,35,delaware,42
2017-10-21,south carolina st,14,delaware st,17
2017-10-21,valdosta st,34,delta st,13
2017-10-21,wittenberg,52,depauw,6
2017-10-21,northwestern ia,31,doane,24
2017-10-21,concordia ne,24,dordt,17
2017-10-21,simpson,27,dubuque,28
2017-10-21,pittsburgh,24,duke,17
2017-10-21,st francis pa,7,duquesne,24
2017-10-21,hanover,49,earlham,14
2017-10-21,brigham young,17,east carolina,33
2017-10-21,bloomsburg,38,east stroudsburg,28
2017-10-21,louisiana college,35,east texas baptist,68
2017-10-21,jacksonville st,30,eastern illinois,14
2017-10-21,tennessee-martin,21,eastern kentucky,31
2017-10-21,western michigan,20,eastern michigan,17
2017-10-21,slippery rock,39,edinboro,49
2017-10-21,warner u.,38,edward waters,10
2017-10-21,bridgewater va,31,emory & henry,23
2017-10-21,st augustine's,31,fayetteville st,34
2017-10-21,wilkes,31,fdu-florham,49
2017-10-21,grand valley st,27,ferris st,28
2017-10-21,north texas,31,florida atlantic,69
2017-10-21,louisville,31,florida st,28
2017-10-21,west alabama,39,florida tech,41
2017-10-21,westfield st,14,framingham st,29
2017-10-21,dickinson,0,franklin & marshall,56
2017-10-21,montclair st,3,frostburg st,62
2017-10-21,mercer,21,furman,28
2017-10-21,husson,48,gallaudet,21
2017-10-21,california pa,38,gannon,35
2017-10-21,case western reserve,45,geneva,7
2017-10-21,fordham,17,georgetown dc,9
2017-10-21,kentucky christian,0,georgetown ky,59
2017-10-21,troy,34,georgia st,10
2017-10-21,wake forest,24,georgia tech,38
2017-10-21,fairmont st,18,glenville st,15
2017-10-21,grand view,61,graceland,9
2017-10-21,alcorn st,14,grambling st,41
2017-10-21,westminster mo,24,greenville,14
2017-10-21,shenandoah,20,guilford,45
2017-10-21,colby,24,hamilton,27
2017-10-21,st thomas,84,hamline,0
