Date,Away Team,Away Score,Home Team,Home Score
2018-08-23,reinhardt,21,bethel tn,31
2018-08-23,dakota st,27,dakota wesleyan,18
2018-08-23,sw assem of god,9,evangel,28
2018-08-23,keiser,24,pikeville,17
2018-08-23,carroll mt,0,rocky mountain,19
2018-08-23,cincinnati christian u.,7,union ky,46
2018-08-25,point u.,5,ave maria,17
2018-08-25,bethany ks,7,benedictine ks,75
2018-08-25,cumberland tn,14,bluefield va,26
2018-08-25,waldorf,13,briar cliff,40
2018-08-25,faulkner,16,campbellsville,10
2018-08-25,hawai`i,43,colorado st,34
2018-08-25,coll of idaho,21,eastern oregon,24
2018-08-25,st andrews,15,edward waters,13
2018-08-25,doane,57,friends,3
2018-08-25,warner u.,0,georgetown ky,49
2018-08-25,peru st,21,hastings,25
2018-08-25,north carolina a&t,20,jacksonville st,17
2018-08-25,valley city st,26,jamestown,28
2018-08-25,webber int'l,48,kentucky christian,14
2018-08-25,st xavier,7,marian in,52
2018-08-25,duquesne,15,massachusetts,63
2018-08-25,midamerica nazarene,28,midland u.,49
2018-08-25,lyon,22,missouri baptist,9
2018-08-25,mayville st,20,montana st-northern,49
2018-08-25,william penn,21,morningside,49
2018-08-25,wyoming,29,new mexico st,7
2018-08-25,prairie view a&m,28,rice,31
2018-08-25,cumberlands ky,27,southeastern fl,26
2018-08-25,graceland,14,southwestern ks,76
2018-08-25,robert morris il,9,st francis in,42
2018-08-25,culver-stockton,56,trinity bible,0
2018-08-25,presentation,46,trinity int'l,53
2018-08-30,savannah st,0,alabama-birmingham,52
2018-08-30,indiana pa,21,ashland,17
2018-08-30,alma,21,baldwin wallace,63
2018-08-30,central conn st,6,ball st,42
2018-08-30,millsaps,18,belhaven,3
2018-08-30,northern st sd,17,bemidji st,38
2018-08-30,west chester,44,bentley,6
2018-08-30,lagrange,28,birmingham-southern,34
2018-08-30,hamline,27,buena vista,39
2018-08-30,chowan,26,campbell,49
2018-08-30,west virginia st,31,charleston wv,35
2018-08-30,tennessee tech,10,chattanooga,34
2018-08-30,u of new england,7,coast guard,33
2018-08-30,central florida,56,connecticut,17
2018-08-30,rhode island,21,delaware,19
2018-08-30,oklahoma baptist,27,east central ok,26
2018-08-30,uw-platteville,59,east texas baptist,44
2018-08-30,morehead st,23,eastern kentucky,49
2018-08-30,east stroudsburg,17,ferris st,49
2018-08-30,central missouri,16,fort hays st,20
2018-08-30,southern conn st,35,gannon,32
2018-08-30,kennesaw st,20,georgia st,24
2018-08-30,indianapolis,7,grand valley st,30
2018-08-30,harding,41,henderson st,17
2018-08-30,quincy,0,indiana st,49
2018-08-30,randolph-macon,31,johns hopkins,63
2018-08-30,washburn,27,lindenwood,14
2018-08-30,se louisiana,31,louisiana-monroe,34
2018-08-30,new hampshire,7,maine,35
2018-08-30,trinity tx,44,mcmurry,0
2018-08-30,pace,23,millersville,10
2018-08-30,sw minnesota st,13,minn st-mankato,49
2018-08-30,minnesota-crookston,10,minn st-moorhead,34
2018-08-30,new mexico st,10,minnesota,48
2018-08-30,minnesota-duluth,49,minot st,3
2018-08-30,clark atlanta,30,mississippi college,31
2018-08-30,eastern new mexico,14,missouri s&t,31
2018-08-30,western illinois,23,montana st,26
2018-08-30,southern illinois,49,murray st,10
2018-08-30,missouri southern,0,nebraska-kearney,45
2018-08-30,mississippi valley st,7,north dakota,35
2018-08-30,emporia st,34,northeastern st ok,7
2018-08-30,missouri western,6,nw missouri st,28
2018-08-30,ouachita baptist,29,nw oklahoma st,21
2018-08-30,california pa,23,ohio dominican,28
2018-08-30,missouri st,17,oklahoma st,58
2018-08-30,livingstone,23,pikeville,52
2018-08-30,central oklahoma,7,pittsburg st,21
2018-08-30,northwestern,31,purdue,27
2018-08-30,alderson broaddus,7,saginaw valley st,45
2018-08-30,shorter,9,samford,66
2018-08-30,uc-davis,44,san josé st,38
2018-08-30,southern nazarene,0,se oklahoma st,35
2018-08-30,concordia-st paul,24,sioux falls,27
2018-08-30,arkansas tech,0,southern arkansas,38
2018-08-30,mary,13,st cloud st,14
2018-08-30,frostburg st,34,stevenson,7
2018-08-30,arkansas-monticello,35,sw oklahoma st,49
2018-08-30,tamu-kingsville,36,tamu-commerce,37
2018-08-30,delta st,13,tarleton st,44
2018-08-30,northwestern st,7,texas a&m,59
2018-08-30,manchester,7,trine,55
2018-08-30,michigan tech,20,truman st,10
2018-08-30,wake forest,23,tulane,17
2018-08-30,north greenville,13,tusculum,3
2018-08-30,west liberty,19,urbana,21
2018-08-30,weber st,10,utah,41
2018-08-30,glenville st,17,virginia-wise,7
2018-08-30,bowie st,23,wagner,40
2018-08-30,walsh,0,wayne st mi,31
2018-08-30,winona st,41,wayne st ne,28
2018-08-30,lenoir-rhyne,32,west alabama,36
2018-08-30,carson-newman,9,west florida,19
2018-08-30,rowan,41,widener,34
2018-08-30,johnson c. smith,0,wingate,36
2018-08-31,wpi,54,anna maria,0
2018-08-31,colorado st,13,colorado,45
2018-08-31,st olaf,49,crown,14
2018-08-31,dean,41,curry,44
2018-08-31,army,14,duke,34
2018-08-31,monmouth nj,17,eastern michigan,51
2018-08-31,lindsey wilson,50,edward waters,13
2018-08-31,new jersey,21,fdu-florham,35
2018-08-31,new mexico highlands,45,fort lewis,31
2018-08-31,millikin,25,hope,21
2018-08-31,western st co,10,idaho st,45
2018-08-31,utah st,31,michigan st,38
2018-08-31,becker,3,mit,23
2018-08-31,portland st,19,nevada,72
2018-08-31,albright,14,salisbury,48
2018-08-31,western new england,21,springfield,42
2018-08-31,san diego st,10,stanford,31
2018-08-31,utica,9,st lawrence,6
2018-08-31,fairmont st,34,stonehill,19
2018-08-31,delaware valley,10,wesley,34
2018-08-31,syracuse,55,western michigan,42
2018-08-31,nichols,14,westfield st,25
2018-08-31,western kentucky,3,wisconsin,34
2018-09-01,stony brook,0,air force,38
2018-09-01,louisville,14,alabama,51
2018-09-01,miles,0,alabama a&m,37
2018-09-01,tuskegee,20,alabama st,26
2018-09-01,thiel,16,alfred,44
2018-09-01,umass-dartmouth,49,alfred st,21
2018-09-01,rpi,40,allegheny,19
2018-09-01,gallaudet,21,alvernia,26
2018-09-01,brigham young,28,arizona,23
2018-09-01,sul ross st,20,arizona christian,42
2018-09-01,texas-san antonio,7,arizona st,49
2018-09-01,eastern illinois,20,arkansas,55
2018-09-01,se missouri st,21,arkansas st,48
2018-09-01,morehouse,34,arkansas-pine bluff,30
2018-09-01,kutztown,32,assumption,28
2018-09-01,washington,16,auburn,21
2018-09-01,ripon,28,augsburg,31
2018-09-01,sw assem of god,37,austin,28
2018-09-01,west texas a&m,7,azusa pacific,17
2018-09-01,abilene christian,27,baylor,55
2018-09-01,florida tech,33,benedict,14
2018-09-01,maryville tn,3,berry,38
2018-09-01,ursinus,34,bethany wv,13
2018-09-01,ottawa ks,42,bethel ks,12
2018-09-01,merrimack,16,bloomsburg,30
2018-09-01,keiser,45,bluefield va,17
2018-09-01,wooster,44,bluffton,34
2018-09-01,massachusetts,21,boston college,55
2018-09-01,buffalo st,29,bridgewater st ma,30
2018-09-01,hobart,7,brockport st,56
2018-09-01,new haven,31,bryant,41
2018-09-01,william & mary,14,bucknell,7
2018-09-01,delaware st,10,buffalo,48
2018-09-01,north carolina,17,california,24
2018-09-01,montana-western,16,carroll mt,10
2018-09-01,lakeland,26,carroll wi,45
2018-09-01,uw-oshkosh,20,carthage,9
2018-09-01,rochester,10,case western reserve,38
2018-09-01,plymouth st,38,castleton,0
2018-09-01,mcdaniel,27,catholic,12
2018-09-01,hanover,18,centre,28
2018-09-01,black hills st,8,chadron st,45
2018-09-01,pacific or,6,chapman,36
2018-09-01,southern virginia,9,christopher newport,38
2018-09-01,puget sound,45,claremont-mudd-scripps,35
2018-09-01,shippensburg,35,clarion,13
2018-09-01,furman,7,clemson,48
2018-09-01,augustana il,26,coe,7
2018-09-01,holy cross,17,colgate,24
2018-09-01,montana tech,36,coll of idaho,16
2018-09-01,south dakota tech,33,colorado mesa,36
2018-09-01,adams st,7,colorado mines,49
2018-09-01,dixie st,14,colorado st-pueblo,56
2018-09-01,beloit,10,concordia il,36
2018-09-01,nebraska wesleyan,3,concordia-moorhead,28
2018-09-01,central methodist,22,culver-stockton,35
2018-09-01,union ky,28,cumberland tn,31
2018-09-01,cincinnati christian u.,0,cumberlands ky,65
2018-09-01,st ambrose,49,dakota st,27
2018-09-01,brevard,13,davidson,34
2018-09-01,robert morris pa,28,dayton,49
2018-09-01,albion,59,defiance,6
2018-09-01,washington and lee,16,dickinson,10
2018-09-01,jamestown,0,dickinson st,51
2018-09-01,uw-whitewater,38,dubuque,6
2018-09-01,lock haven,0,duquesne,45
2018-09-01,wilmington,49,earlham,7
2018-09-01,mars hill,7,east tennessee st,28
2018-09-01,southern oregon,32,eastern oregon,13
2018-09-01,central washington,13,eastern washington,58
2018-09-01,central st oh,10,elizabeth city st,19
2018-09-01,grand view,20,evangel,28
2018-09-01,emory & henry,45,ferrum,29
2018-09-01,concordia wi,31,finlandia,3
2018-09-01,cortland st,51,fitchburg st,14
2018-09-01,charleston southern,6,florida,53
2018-09-01,fort valley st,7,florida a&m,41
2018-09-01,indiana,38,florida int'l,28
2018-09-01,endicott,13,framingham st,34
2018-09-01,benedictine il,38,franklin,55
2018-09-01,lebanon valley,21,franklin & marshall,44
2018-09-01,idaho,13,fresno st,79
2018-09-01,southwestern ks,28,friends,21
2018-09-01,limestone,17,gardner-webb,52
2018-09-01,austin peay,0,georgia,45
2018-09-01,south carolina st,6,georgia southern,37
2018-09-01,alcorn st,0,georgia tech,41
2018-09-01,bridgewater va,34,gettysburg,17
2018-09-01,apprentice,34,greensboro,13
2018-09-01,juniata,23,grove city,38
2018-09-01,shaw,10,hampton,38
2018-09-01,navy,41,hawai`i,59
2018-09-01,olivet,17,heidelberg,21
2018-09-01,lyon,27,hendrix,37
2018-09-01,mercyhurst,9,hillsdale,14
2018-09-01,wabash,41,hiram,17
2018-09-01,sw baptist,7,houston baptist,49
2018-09-01,kent st,24,illinois,31
2018-09-01,st xavier,0,illinois st,46
2018-09-01,taylor,43,indiana wesleyan,31
2018-09-01,northern illinois,7,iowa,33
2018-09-01,cornell ia,27,iowa wesleyan,21
2018-09-01,st vincent,14,ithaca,38
2018-09-01,st augustine's,14,jacksonville fl,63
2018-09-01,oberlin,7,kalamazoo,24
2018-09-01,nicholls st,26,kansas,23
2018-09-01,south dakota,24,kansas st,27
2018-09-01,central michigan,20,kentucky,35
2018-09-01,findlay,69,kentucky wesleyan,19
2018-09-01,sewanee,43,kenyon,10
2018-09-01,eureka,49,knox,24
2018-09-01,edinboro,69,lake erie,0
2018-09-01,wisconsin lutheran,30,lake forest,38
2018-09-01,kentucky christian,7,lamar,70
2018-09-01,lincoln mo,10,lane,7
2018-09-01,grinnell,13,lawrence,20
2018-09-01,st francis pa,19,lehigh,21
2018-09-01,old dominion,10,liberty,52
2018-09-01,fayetteville st,32,lincoln pa,0
2018-09-01,uw-eau claire,45,loras,13
2018-09-01,grambling st,17,louisiana-lafayette,49
2018-09-01,uw-la crosse,52,luther,21
2018-09-01,susquehanna,38,lycoming,7
2018-09-01,carleton,38,macalester,48
2018-09-01,suny-maritime,36,maine maritime,8
2018-09-01,concordia mi,42,malone,27
2018-09-01,geneva,24,marietta,35
2018-09-01,georgetown dc,39,marist,14
2018-09-01,gustavus adolphus,32,martin luther,20
2018-09-01,texas,29,maryland,34
2018-09-01,northern michigan,28,mckendree,34
2018-09-01,bethany ks,13,mcpherson,30
2018-09-01,mercer,14,memphis,66
2018-09-01,shenandoah,48,methodist,33
2018-09-01,marshall,35,miami oh,28
2018-09-01,graceland,3,midamerica nazarene,38
2018-09-01,mayville st,20,midland u.,56
2018-09-01,humboldt st,12,midwestern st,55
2018-09-01,merchant marine,30,misericordia,9
2018-09-01,stephen f. austin,6,mississippi st,63
2018-09-01,tennessee-martin,14,missouri,51
2018-09-01,siena heights,21,missouri baptist,7
2018-09-01,benedictine ks,28,missouri valley,7
2018-09-01,northern iowa,23,montana,26
2018-09-01,rocky mountain,51,montana st-northern,7
2018-09-01,king's pa,0,moravian,24
2018-09-01,towson,36,morgan st,10
2018-09-01,rose-hulman,0,mount union,54
2018-09-01,capital,21,mt st joseph,59
2018-09-01,incarnate word,30,new mexico,62
2018-09-01,virginia st,13,norfolk st,34
2018-09-01,james madison,13,north carolina st,24
2018-09-01,thomas more,28,north carolina wesleyan,35
2018-09-01,cal poly slo,3,north dakota st,49
2018-09-01,anderson,13,north park,28
2018-09-01,smu,23,north texas,46
2018-09-01,mcneese st,17,northern colorado,14
2018-09-01,central ia,49,northwestern mn,3
2018-09-01,morrisville st,34,norwich,13
2018-09-01,michigan,17,notre dame,24
2018-09-01,shepherd,33,notre dame oh,35
2018-09-01,adrian,17,ohio northern,34
2018-09-01,oregon st,31,ohio state,77
2018-09-01,howard,32,ohio u.,38
2018-09-01,hastings,26,ok panhandle st,17
2018-09-01,florida atlantic,14,oklahoma,63
2018-09-01,lindenwood-belleville,0,olivet nazarene,56
2018-09-01,bowling green,24,oregon,58
2018-09-01,ohio wesleyan,7,otterbein,10
2018-09-01,appalachian st,38,penn state,45
2018-09-01,albany ny,7,pittsburgh,33
2018-09-01,dakota wesleyan,64,presentation,37
2018-09-01,george fox,12,redlands,20
2018-09-01,illinois college,0,rhodes,21
2018-09-01,houston,45,rice,27
2018-09-01,davenport,44,robert morris il,7
2018-09-01,macmurray,12,rockford,35
2018-09-01,texas st-san marcos,7,rutgers,35
2018-09-01,st francis il,7,sacramento st,55
2018-09-01,lafayette,6,sacred heart,35
2018-09-01,western new mexico,9,san diego,38
2018-09-01,willamette,7,simon fraser,54
2018-09-01,bethel mn,41,simpson,29
2018-09-01,kentucky st,31,slippery rock,38
2018-09-01,louisiana tech,30,south alabama,26
2018-09-01,coastal carolina,15,south carolina,49
2018-09-01,elon,14,south florida,34
2018-09-01,unlv,21,southern cal,43
2018-09-01,jackson st,7,southern miss,55
2018-09-01,north alabama,34,southern utah,30
2018-09-01,denison,21,southwestern tx,42
2018-09-01,southeastern fl,38,st andrews,21
2018-09-01,wash & jeff,37,st john fisher,12
2018-09-01,uw-stout,0,st john's mn,27
2018-09-01,tabor,10,st mary ks,13
2018-09-01,aurora,7,st norbert,16
2018-09-01,trinity int'l,7,st thomas,76
2018-09-01,avila,38,sterling,34
2018-09-01,point u.,7,stetson,48
2018-09-01,southern u.,7,tcu,55
2018-09-01,villanova,19,temple,17
2018-09-01,west virginia,40,tennessee,14
2018-09-01,bethune-cookman,3,tennessee st,34
2018-09-01,texas-permian basin,16,texas southern,26
2018-09-01,mississippi,47,texas tech,27
2018-09-01,kansas wesleyan,42,texas wesleyan,7
2018-09-01,northwood,27,tiffin,40
2018-09-01,vmi,3,toledo,66
2018-09-01,boise st,56,troy,20
2018-09-01,central arkansas,27,tulsa,38
2018-09-01,cincinnati,26,ucla,17
2018-09-01,fordham,10,unc-charlotte,34
2018-09-01,husson,7,union ny,30
2018-09-01,augustana sd,48,upper iowa,45
2018-09-01,northern arizona,30,utep,10
2018-09-01,minnesota-morris,0,uw-river falls,41
2018-09-01,john carroll,45,uw-stevens point,21
2018-09-01,albany st ga,14,valdosta st,45
2018-09-01,northwestern ia,28,valley city st,10
2018-09-01,middle tennessee st,7,vanderbilt,35
2018-09-01,richmond,13,virginia,42
2018-09-01,seton hill,28,virginia union,34
2018-09-01,dordt,61,waldorf,40
2018-09-01,greenville,13,wartburg,73
2018-09-01,chicago,17,washington mo,24
2018-09-01,muskingum,31,waynesburg,24
2018-09-01,campbellsville,9,webber int'l,45
2018-09-01,catawba,3,west georgia,34
2018-09-01,newberry,26,western carolina,33
2018-09-01,angelo st,24,western oregon,17
2018-09-01,monmouth il,7,wheaton,32
2018-09-01,la verne,2,whitworth,38
2018-09-01,hartwick,28,wilkes,24
2018-09-01,baker,30,william penn,7
2018-09-01,westminster pa,21,wittenberg,34
2018-09-01,the citadel,21,wofford,28
2018-09-01,salve regina,27,worcester st,21
2018-09-01,concord,34,wv wesleyan,31
2018-09-01,washington st,41,wyoming,19
2018-09-01,butler,23,youngstown st,21
2018-09-02,hampden-sydney,14,averett,33
2018-09-02,north carolina a&t,28,east carolina,23
2018-09-02,miami fl,17,lsu,33
2018-09-02,prairie view a&m,40,north carolina central,24
2018-09-02,unc-pembroke,20,winston-salem st,23
2018-09-03,virginia tech,24,florida st,3
2018-09-06,northeastern st ok,10,central missouri,62
2018-09-06,nebraska-kearney,31,central oklahoma,27
2018-09-06,charleston wv,42,concord,21
2018-09-06,briar cliff,49,dakota st,20
2018-09-06,pittsburg st,34,emporia st,13
2018-09-06,millersville,7,indiana pa,41
2018-09-06,lincoln mo,24,missouri st,52
2018-09-06,fort hays st,13,missouri western,23
2018-09-06,minot st,16,northern st sd,42
2018-09-06,bethel tn,62,pikeville,31
2018-09-06,kennesaw st,49,tennessee tech,10
2018-09-06,nw missouri st,38,washburn,17
2018-09-06,miles,21,west alabama,37
2018-09-06,wv wesleyan,34,west liberty,37
2018-09-07,lincoln pa,0,central conn st,55
2018-09-07,mit,16,curry,6
2018-09-07,bridgewater st ma,3,endicott,17
2018-09-07,anna maria,14,nichols,35
2018-09-07,tcu,42,smu,12
2018-09-07,bentley,24,southern conn st,22
2018-09-07,mass maritime,21,suny-maritime,51
2018-09-08,angelo st,24,abilene christian,41
2018-09-08,buffalo st,27,adrian,56
2018-09-08,morgan st,7,akron,41
2018-09-08,arkansas st,7,alabama,57
2018-09-08,north alabama,25,alabama a&m,20
2018-09-08,franklin,35,albion,56
2018-09-08,mary hardin-baylor,91,albright,7
2018-09-08,louisiana college,0,alcorn st,78
2018-09-08,bowie st,38,alderson broaddus,31
2018-09-08,livingstone,19,allen,0
2018-09-08,manchester,33,alma,39
2018-09-08,indiana wesleyan,61,anderson,6
2018-09-08,ferrum,31,apprentice,20
2018-09-08,whittier,42,arizona christian,67
2018-09-08,michigan st,13,arizona st,16
2018-09-08,henderson st,38,arkansas tech,31
2018-09-08,nw oklahoma st,36,arkansas-monticello,44
2018-09-08,cumberland tn,0,arkansas-pine bluff,55
2018-09-08,liberty,14,army,38
2018-09-08,alabama st,9,auburn,63
2018-09-08,minn st-mankato,38,augustana sd,36
2018-09-08,elmhurst,21,aurora,20
2018-09-08,presbyterian,0,austin peay,24
2018-09-08,mcpherson,31,avila,54
2018-09-08,simon fraser,14,azusa pacific,58
2018-09-08,grand view,39,baker,17
2018-09-08,otterbein,3,baldwin wallace,33
2018-09-08,worcester st,23,becker,19
2018-09-08,knox,20,beloit,23
2018-09-08,loras,39,benedictine il,20
2018-09-08,bethel ks,28,bethany ks,31
2018-09-08,grove city,7,bethany wv,27
2018-09-08,uw-river falls,27,bethel mn,32
2018-09-08,virginia u-lynchburg,16,bethune-cookman,79
2018-09-08,colorado mines,42,black hills st,20
2018-09-08,edinboro,21,bloomsburg,16
2018-09-08,connecticut,7,boise st,62
2018-09-08,holy cross,14,boston college,62
2018-09-08,maryland,45,bowling green,14
2018-09-08,stevenson,35,bridgewater va,23
2018-09-08,california,21,brigham young,18
2018-09-08,sacred heart,30,bucknell,14
2018-09-08,pacific lutheran,8,cal lutheran,24
2018-09-08,weber st,24,cal poly slo,17
2018-09-08,lawrence,23,carleton,44
2018-09-08,linfield,14,carroll mt,21
2018-09-08,murray st,13,central arkansas,26
2018-09-08,south carolina st,0,central florida,38
2018-09-08,peru st,21,central methodist,42
2018-09-08,kansas,31,central michigan,7
2018-09-08,clark atlanta,0,central st oh,7
2018-09-08,simpson,21,chicago,0
2018-09-08,miami oh,0,cincinnati,21
2018-09-08,bluefield va,45,cincinnati christian u.,7
2018-09-08,northwestern mn,3,claremont-mudd-scripps,14
2018-09-08,union ny,28,coast guard,10
2018-09-08,alabama-birmingham,24,coastal carolina,47
2018-09-08,arkansas,27,colorado st,34
2018-09-08,chadron st,13,colorado st-pueblo,34
2018-09-08,trinity int'l,7,concordia mi,51
2018-09-08,buena vista,20,concordia ne,27
2018-09-08,augsburg,27,concordia wi,24
2018-09-08,upper iowa,7,concordia-st paul,34
2018-09-08,coe,42,cornell ia,7
2018-09-08,framingham st,19,cortland st,57
2018-09-08,midamerica nazarene,46,culver-stockton,20
2018-09-08,faulkner,34,cumberlands ky,44
2018-09-08,uw-oshkosh,3,davenport,7
2018-09-08,chowan,28,davidson,49
2018-09-08,western conn st,33,dean,22
2018-09-08,hope,41,defiance,0
2018-09-08,lafayette,0,delaware,37
2018-09-08,grand valley st,21,delta st,10
2018-09-08,central ia,16,depauw,10
2018-09-08,fort lewis,3,dixie st,31
2018-09-08,valparaiso,21,duquesne,23
2018-09-08,hiram,47,earlham,13
2018-09-08,north carolina,19,east carolina,41
2018-09-08,seton hill,34,east stroudsburg,41
2018-09-08,colorado mesa,34,eastern new mexico,21
2018-09-08,furman,7,elon,45
2018-09-08,iowa wesleyan,6,eureka,38
2018-09-08,benedictine ks,21,evangel,28
2018-09-08,urbana,7,fairmont st,45
2018-09-08,findlay,13,ferris st,59
2018-09-08,castleton,34,fitchburg st,13
2018-09-08,kentucky,27,florida,16
2018-09-08,air force,27,florida atlantic,33
2018-09-08,samford,26,florida st,36
2018-09-08,newberry,10,florida tech,17
2018-09-08,st vincent,27,geneva,31
2018-09-08,howard payne,3,george fox,35
2018-09-08,campbell,13,georgetown dc,8
2018-09-08,massachusetts,13,georgia southern,34
2018-09-08,notre dame oh,27,glenville st,17
2018-09-08,gallaudet,28,greensboro,44
2018-09-08,trinity bible,0,grinnell,46
2018-09-08,methodist,35,guilford,61
2018-09-08,uw-stout,24,gustavus adolphus,23
2018-09-08,macalester,29,hamline,27
2018-09-08,christopher newport,17,hampden-sydney,13
2018-09-08,thomas more,27,hanover,18
2018-09-08,alfred st,24,hartwick,49
2018-09-08,rice,29,hawai`i,43
2018-09-08,morrisville st,24,hobart,62
2018-09-08,arizona,18,houston,45
2018-09-08,mcneese st,51,houston baptist,34
2018-09-08,birmingham-southern,41,huntingdon al,35
2018-09-08,western new mexico,10,idaho,56
2018-09-08,western illinois,14,illinois,34
2018-09-08,nebraska wesleyan,31,illinois college,12
2018-09-08,eastern illinois,10,illinois st,48
2018-09-08,uw-la crosse,34,illinois wesleyan,31
2018-09-08,virginia,16,indiana,20
2018-09-08,wayne st mi,6,indianapolis,28
2018-09-08,iowa st,3,iowa,13
2018-09-08,brockport st,13,ithaca,7
2018-09-08,mississippi valley st,0,jacksonville st,71
2018-09-08,northwestern ia,49,jamestown,7
2018-09-08,benedict,42,johnson c. smith,14
2018-09-08,franklin & marshall,40,juniata,17
2018-09-08,greenville,7,kalamazoo,42
2018-09-08,mississippi st,31,kansas st,10
2018-09-08,friends,0,kansas wesleyan,83
2018-09-08,springfield,42,kean,0
2018-09-08,howard,14,kent st,54
2018-09-08,mckendree,34,kentucky st,17
2018-09-08,oberlin,35,kenyon,24
2018-09-08,california pa,31,kutztown,34
2018-09-08,berry,34,lagrange,21
2018-09-08,north central,70,lake forest,14
2018-09-08,morehouse,42,lane,20
2018-09-08,ottawa az,56,langston,63
2018-09-08,wilkes,30,lebanon valley,27
2018-09-08,villanova,31,lehigh,9
2018-09-08,pomona-pitzer,34,lewis & clark or,21
2018-09-08,ave maria,15,lindsey wilson,44
2018-09-08,american int'l,8,liu post,33
2018-09-08,clarion,30,lock haven,21
2018-09-08,southern u.,17,louisiana tech,54
2018-09-08,indiana st,7,louisville,31
2018-09-08,se louisiana,0,lsu,31
2018-09-08,lake erie,12,malone,42
2018-09-08,capital,50,marietta,51
2018-09-08,shaw,27,mars hill,9
2018-09-08,eastern kentucky,16,marshall,32
2018-09-08,bemidji st,66,mary,0
2018-09-08,centre,40,maryville tn,6
2018-09-08,st scholastica,29,mayville st,33
2018-09-08,moravian,14,mcdaniel,9
2018-09-08,southwestern tx,37,mcmurry,6
2018-09-08,jacksonville fl,3,mercer,45
2018-09-08,tiffin,24,mercyhurst,20
2018-09-08,assumption,49,merrimack,19
2018-09-08,savannah st,0,miami fl,77
2018-09-08,western michigan,3,michigan,49
2018-09-08,hillsdale,30,michigan tech,31
2018-09-08,tennessee-martin,37,middle tennessee st,61
2018-09-08,west florida,17,midwestern st,38
2018-09-08,westminster mo,0,millsaps,35
2018-09-08,fresno st,14,minnesota,21
2018-09-08,st cloud st,44,minnesota-crookston,14
2018-09-08,minn st-moorhead,7,minnesota-duluth,60
2018-09-08,southern illinois,41,mississippi,76
2018-09-08,sw baptist,9,mississippi college,34
2018-09-08,wyoming,13,missouri,40
2018-09-08,lindenwood,51,missouri southern,13
2018-09-08,wartburg,18,monmouth il,24
2018-09-08,hampton,28,monmouth nj,56
2018-09-08,drake,16,montana,48
2018-09-08,eastern oregon,17,montana tech,24
2018-09-08,montana st-northern,3,montana-western,55
2018-09-08,salve regina,14,montclair st,37
2018-09-08,mt st joseph,19,morehead st,48
2018-09-08,dickinson,3,muhlenberg,14
2018-09-08,memphis,21,navy,22
2018-09-08,colorado,33,nebraska,28
2018-09-08,colgate,10,new hampshire,3
2018-09-08,frostburg st,47,new jersey,7
2018-09-08,adams st,37,new mexico highlands,65
2018-09-08,james madison,17,norfolk st,0
2018-09-08,gardner-webb,6,north carolina a&t,45
2018-09-08,st augustine's,14,north carolina central,51
2018-09-08,georgia st,7,north carolina st,41
2018-09-08,lenoir-rhyne,51,north greenville,24
2018-09-08,incarnate word,16,north texas,58
2018-09-08,eastern washington,31,northern arizona,26
2018-09-08,utah,17,northern illinois,6
2018-09-08,texas-permian basin,22,northern michigan,27
2018-09-08,duke,21,northwestern,7
2018-09-08,grambling st,7,northwestern st,34
2018-09-08,missouri s&t,27,northwood,16
2018-09-08,ball st,16,notre dame,24
2018-09-08,ashland,17,ohio dominican,24
2018-09-08,muskingum,14,ohio northern,42
2018-09-08,rutgers,3,ohio state,52
2018-09-08,ucla,21,oklahoma,49
2018-09-08,se oklahoma st,28,oklahoma baptist,34
2018-09-08,south alabama,13,oklahoma st,55
2018-09-08,florida int'l,28,old dominion,20
2018-09-08,concordia il,25,olivet,52
2018-09-08,siena heights,16,olivet nazarene,7
2018-09-08,portland st,14,oregon,62
2018-09-08,southern utah,25,oregon st,48
2018-09-08,st mary ks,27,ottawa ks,29
2018-09-08,sw oklahoma st,8,ouachita baptist,41
2018-09-08,new haven,36,pace,10
2018-09-08,dubuque,21,pacific or,10
2018-09-08,penn state,51,pittsburgh,6
2018-09-08,edward waters,17,point u.,10
2018-09-08,crown,14,presentation,42
2018-09-08,redlands,28,puget sound,21
2018-09-08,eastern michigan,20,purdue,19
2018-09-08,kentucky wesleyan,24,quincy,31
2018-09-08,averett,14,randolph-macon,24
2018-09-08,georgetown ky,21,reinhardt,45
2018-09-08,albany ny,26,rhode island,45
2018-09-08,fordham,7,richmond,52
2018-09-08,finlandia,0,ripon,70
2018-09-08,marian in,51,robert morris il,7
2018-09-08,virginia st,19,robert morris pa,22
2018-09-08,carnegie mellon,31,rochester,7
2018-09-08,martin luther,28,rockford,24
2018-09-08,dickinson st,10,rocky mountain,21
2018-09-08,rhodes,43,rose-hulman,19
2018-09-08,wpi,14,rpi,25
2018-09-08,prairie view a&m,32,sam houston st,41
2018-09-08,sacramento st,14,san diego st,28
2018-09-08,dayton,21,se missouri st,40
2018-09-08,washington and lee,47,sewanee,14
2018-09-08,north carolina wesleyan,21,shenandoah,59
2018-09-08,slippery rock,21,shippensburg,25
2018-09-08,tusculum,61,shorter,14
2018-09-08,georgia,41,south carolina,17
2018-09-08,northern colorado,28,south dakota,43
2018-09-08,montana st,14,south dakota st,45
2018-09-08,western st co,21,south dakota tech,38
2018-09-08,georgia tech,38,south florida,49
2018-09-08,louisiana-monroe,21,southern miss,20
2018-09-08,east central ok,20,southern nazarene,45
2018-09-08,coll of idaho,28,southern oregon,35
